real,imag
199524.912155,-196408.281443
126242.900570,-182846.407967
140397.645696,-219040.998620
127974.506728,-157374.602670
91702.283439,-146637.502558
130469.722517,-103346.976243
114614.331485,-90448.514298
110001.637505,-56224.657510
110428.046445,-67154.386377
133886.584086,-40208.040032
136385.042157,-65806.417696
155628.087420,-72824.059418
126865.321362,-25443.968721
155387.118646,-81175.016348
181174.108417,-84439.060900
146852.836776,-64462.131871
195689.031282,-80760.206592
187341.658240,-92834.154260
175572.949745,-86280.978938
188291.863634,-117421.625590
165687.142115,-96528.906743
181674.468610,-94199.166273
181436.998311,-136506.893445
136071.393758,-89622.844243
170465.245834,-68998.357297
142840.693389,-106133.747901
135574.559811,-79592.793286
186009.355811,-105556.889490
127928.238101,-69734.994256
134305.660810,-56133.096213
183679.993617,-100146.820935
123152.249087,-58199.430927
138029.161411,-37782.465224
173106.645455,-79794.766979
174669.135565,-64707.046628
166883.774034,-85119.280380
188058.464625,-96141.275986
197795.262014,-59258.540227
185464.784460,-121033.510233
148375.964459,-125489.586283
155897.636301,-87566.062397
235495.582683,-166750.870599
195933.433544,-136531.669169
226277.052709,-119376.416230
164616.639799,-141750.593363
168812.418146,-147700.541525
238731.710429,-159137.499565
224705.976785,-124966.483712
207952.296815,-101133.861641
166873.689709,-93116.137390
139126.584094,-105765.459384
211165.762047,-77969.123333
191392.203083,-46485.153356
135600.290226,-26194.620037
186364.887767,-88824.446677
221374.796778,-68553.101970
200009.957772,-91141.708119
292778.635050,-85452.697792
330264.214905,-112700.957929
319482.087571,-160500.141504
412966.549646,-211023.599855
400130.413441,-171266.489584
460351.070343,-241727.585040
412529.947978,-236471.118722
359404.505171,-331009.894434
431426.836666,-370626.220317
393554.461973,-379669.046078
331452.561941,-404084.669723
273729.975843,-446480.080360
192850.696764,-445111.406164
79406.838809,-401105.615498
34263.308699,-307207.306462
38915.892028,-123406.334056
167495.405661,37212.932337
326865.884529,97781.612248
594728.845580,295234.511728
808797.973538,282901.750547
1879823.711156,426725.581037
3093166.753678,950031.189004
3512782.067832,-871218.144544
6500269.781344,-3616663.991135
17766826.420402,-8544964.055141
-15645103.618352,13220726.814702
-2485546.048748,3974663.279938
-2155952.244906,2489984.350855
-1859112.777997,803656.121879
-675656.399296,1316612.286619
-610795.008989,1369906.162672
-212068.344934,975609.976834
-65530.579722,816975.736507
101806.088745,622683.024374
128184.622262,457509.024154
192968.264641,388902.535969
184998.530879,148714.784039
187526.019241,59039.966493
10993.369786,-64478.082364
2100.774064,-122858.653695
-128344.367000,-111377.521168
-206447.011982,-143135.196237
-282007.713970,-95621.857642
-228668.621647,55911.238144
-297696.260130,63085.778210
-273010.620706,100827.869338
-295072.569551,161747.574658
-217247.214226,129467.647192
-157404.878874,177321.598362
-215915.105553,173072.680022
-150579.102243,214174.185880
-68851.095513,204504.207713
-59208.504179,155238.862936
-24989.791867,211915.389667
15724.368082,223577.682724
77594.197639,181954.134115
34286.331250,216455.273481
92014.112736,162291.535808
54213.520299,124128.134749
107324.306948,138228.873268
66781.345086,29816.840360
123914.314608,63295.417773
15358.071219,-5632.445829
115173.348878,-42508.132805
90264.209020,-12622.060140
32974.431528,28507.303268
-2423.951167,-19266.338370
2148.272613,68317.751718
-17232.995323,62376.251983
-25586.229124,81294.801438
-2618.138394,54009.717717
61283.634246,69229.871454
-21302.874276,-21817.540398
56931.894582,23265.597198
41493.941267,154119.922569
58766.311121,80658.528799
148351.230810,48587.697548
126212.861924,57083.999064
203486.467502,73829.002812
131595.301613,71436.720992
149114.745122,20993.948093
85071.509082,3662.437067
117643.834853,34445.536472
130042.154412,7991.785348
95762.280986,-65402.739394
29671.908172,-21344.300026
66691.091596,-49637.423472
71314.119655,41088.640104
-35516.353826,62373.232906
7238.696270,64207.985521
94093.102795,166400.663509
170264.141951,189449.691764
156455.130589,258439.860743
297463.625382,288788.118955
373562.597068,350799.038789
477947.669231,163191.510713
578751.125137,108177.849667
576060.442748,-103003.486199
654993.560062,-80673.396982
599767.764239,-263943.960711
553101.302656,-353265.283967
409326.071447,-459392.656079
256119.461098,-536126.192691
34019.325286,-483685.881443
-138688.960541,-361679.376240
-418950.181450,-172422.757575
-500763.149903,178551.925110
-176540.455981,527911.261603
160482.304161,805320.897682
519601.400776,1084540.549397
857854.434274,1311167.658366
1253545.583953,1045051.553280
3038279.588907,1296035.906786
3891009.457995,1891133.551303
3799936.515947,-911851.326201
6674456.875148,-3148068.727095
12633590.985757,-3223671.661964
-22274339.002752,13759644.518986
-1862281.017579,2735899.896862
-2695818.737871,1241771.484031
-1964341.212500,-265581.887916
-732031.699058,894390.681592
-685435.926788,861888.008380
-199701.426939,495007.851447
-160928.729915,362258.957264
-86454.810180,84425.820415
-19921.824450,1647.401329
-80922.827045,-190402.118958
-289679.972325,-434912.573204
-393466.408078,-447339.217381
-557253.840226,-350716.002200
-525801.006195,-172570.903218
-657875.225114,-25065.473011
-550633.560757,-39419.277433
-446808.283603,216803.345864
-374360.946279,200210.932250
-335539.110830,224670.046731
-249380.605410,191827.056050
-276503.111901,190515.392370
-148960.732521,154884.213173
-219607.420568,131889.409601
-169405.726218,57979.100476
-192159.913223,82163.966422
-163285.388435,75317.791674
-204162.744269,2262.780720
-130876.525343,49198.001070
-196958.026052,68654.161252
-164463.751822,1946.023087
-207013.478456,74404.067159
-193568.571687,7847.832268
-169826.402053,53596.060816
-162726.025952,51109.228606
-155415.471352,72954.000277
-146616.478803,47381.725274
-122969.036860,109275.370696
-86982.001330,51584.844233
-115006.827741,76715.682129
-70736.242349,73997.353196
-118061.771252,53174.119714
-118958.138811,58239.852311
-131307.377441,33168.505665
-109497.440703,11547.304333
-157149.664557,74839.149931
-139992.663633,18817.630181
-160698.758827,46895.438389
-173204.767721,-875.612910
-139229.227459,49971.166368
-179849.715651,61638.692403
-122864.468087,78868.496234
-113691.603487,97338.222041
-101609.932475,90553.632924
-68105.335712,87070.330734
-95733.161911,113217.905656
-46887.527867,73071.444552
-48067.089726,87303.609469
-58102.177392,39996.758336
-77760.290956,75281.276118
-52774.080873,37102.100760
-80864.969924,54663.678312
-53284.472862,23118.281866
-90541.028291,62092.784122
-95516.719208,1073.173625
-90558.098349,32399.929607
-130581.192770,67746.258258
-116505.888192,47032.915302
-116065.811967,168109.503510
-134414.915416,126108.295132
-81424.675815,150397.333530
-84811.249417,219086.206832
-33766.733239,169809.251991
-3156.986505,149880.591174
36005.997581,222077.666721
48427.745603,135053.334933
77471.785170,89597.660555
55960.289593,44270.093425
42816.622134,-100277.094708
-11532.496873,-69164.864767
-110845.441841,-79445.783601
-270337.872110,-111239.276899
-311081.421158,87173.991842
-341885.491257,181284.454495
-354967.547930,271645.811415
-396556.584705,367818.318975
-236812.962206,474676.825309
-234401.020251,981523.805077
-214050.238661,1071808.798229
701511.868730,473282.428732
1150702.349316,928703.942218
710586.894428,1360843.116680
-5462786.204112,-3631360.749421
25322.666039,52890.911953
-116881.853818,-521147.177149
61030.170003,-353061.321672
-113640.858203,-35967.957338
-117209.994212,-139264.963982
-23131.444268,-66763.955959
22127.860201,-94024.687922
-36502.826778,-108872.345881
-14408.655835,-86617.230194
-45708.028189,-81374.338065
-10487.688806,-102638.513092
-29662.377593,-16509.838139
-52072.100386,-103674.561355
-39784.102678,-30363.544048
-35238.818648,-79430.318568
-49758.304044,-76199.340179
-60520.136393,-99646.831473
-22583.696529,-74461.959741
-88944.885966,-72749.160435
-63692.567432,-40571.082530
-74716.419274,-44105.625721
-88777.331776,-20043.634023
-25042.581201,-1772.885259
-61351.027444,6018.012775
-43799.918260,15084.695085
-20776.431920,38734.285291
-26005.107014,6695.451968
-37846.060244,17771.835309
2099.079638,11343.050207
-21243.177451,27840.418330
-38048.845269,-25939.544893
-13111.619685,-28149.585665
-28559.531493,-40829.899988
36462.743096,-11047.067924
-46948.296237,-18300.916944
-41741.380165,-43100.728626
-22167.656370,-35789.279693
-33863.164172,-12706.692745
-59187.288234,-31537.262168
-70321.636488,2445.777148
-31472.974413,-36698.080379
-27162.961822,-13865.125709
-18081.936625,5335.852324
-62487.114765,2251.973958
-29005.049548,9281.010257
-9659.004252,51579.032844
-620.461669,7138.021222
-13117.396438,68553.509499
-3338.186062,23342.168030
-24480.282565,29783.327393
-21702.938051,1380.745738
-8408.988842,-908.534701
-34559.686063,24157.397464
-2578.338665,53674.123889
-56923.414119,-21761.828624
-37828.358692,12789.851393
-9243.834527,14714.733116
-18567.133048,143.564701
-48597.773178,7829.671281
-4159.660518,-11370.355280
-30860.048281,20756.987211
-23557.771707,60679.767121
-21634.128113,38257.972318
-37623.770480,4362.400454
19560.187827,11746.813625
9352.512176,11453.240294
35495.206103,61527.555252
47816.759335,51506.943157
6096.549895,51557.588390
30804.345385,103652.438954
11152.309243,30946.675034
23757.275957,41843.065914
35809.802856,64714.141040
58692.667643,39085.965745
-12335.879113,23331.952935
42517.580978,2321.239805
-12901.613606,-2451.665759
-9494.858570,-46225.655094
-81467.192599,-13600.657621
-99299.815977,29759.905891
-191500.592462,121973.860446
-73684.622940,203398.622957
-91797.492994,308179.720785
-24482.205641,390420.048887
75235.146729,471803.139310
277110.522971,439049.100717
707305.609385,711364.486799
543196.934549,566383.999513
394437.194519,-789232.991689
720629.384329,-442418.119103
-76523.622237,559112.622823
-6364217.575587,1993795.388763
924231.521675,-488762.410118
-312419.994834,-585493.546820
2243.582387,-480784.033519
-24119.375963,-32085.968465
-63651.416998,-182658.076665
28799.093669,-142469.697092
-42789.870465,-190800.635344
-12772.508066,-166091.020044
-93969.998144,-150360.683947
-15913.934104,-190195.056266
-34053.085751,-155270.588422
-50288.334771,-100201.967511
-98335.772092,-105307.229780
-70804.031361,-98163.006764
-66267.892761,-70832.151574
-60434.549726,-34555.562632
-67425.625025,-45919.933399
-40585.769871,-69456.185319
-46095.620589,-66840.712210
-31952.366320,-47672.591732
-42549.422049,-60100.400422
-38863.761691,-48755.947441
-53035.744869,-54120.056082
-86804.977609,-36839.462646
-76089.132260,-43180.346478
-9811.121863,-75707.848488
-35705.358004,-61514.524960
-13696.225267,-34274.850835
-48507.544183,-37036.091785
-26028.847484,-43741.390189
-4918.572069,-16333.446881
-40470.235825,-43060.876389
-14413.340810,5632.871493
3918.839378,-39892.643703
-21149.694412,-51624.442040
-24763.624114,-33633.750486
37122.729826,-59937.111237
-19192.501813,-33183.381314
3732.951511,-15345.125789
-43296.434935,-34661.660564
-8341.662413,-43513.412842
-2143.569190,-38018.389687
-44653.161391,-17705.738266
-62769.305155,-26620.403841
-6881.244855,-60330.674004
-56055.220996,-68218.661400
-19824.760779,30004.939023
-44574.676484,-14526.990166
-28395.578568,-36953.457349
-24875.491688,-28761.016325
-8546.033407,-59666.837194
-17712.716280,-43796.810617
5837.034204,-21396.893361
-28116.297855,-33750.482553
-24172.145158,-22649.772651
-14461.100162,-31765.860813
1378.285282,-9221.547970
-5389.599605,-48817.624907
19529.694270,-26908.047891
-18188.189238,-35235.509716
32748.123489,-2773.824683
1945.774689,-53069.491932
6460.992833,-32460.580407
87.441941,-34440.399529
48147.921587,-48531.965962
-30490.754373,-55134.165431
33446.861912,-71953.496335
32914.039264,-68147.686089
39218.231724,3960.718192
-18583.458202,-8547.974425
-25919.450834,-38152.513105
-27489.269828,-38777.696988
14445.470408,-50296.713229
5556.843709,-37557.766653
31086.060471,-14628.779134
16384.101405,-7877.815055
20977.456558,29787.873172
32039.685513,-24181.372680
95391.437654,-5129.455561
170432.823674,-37358.627187
200665.932215,-48254.335689
135086.737760,-139790.989334
194057.110091,-198553.423168
189546.404281,-254107.421189
166292.791084,-276249.813829
13220.579995,-320955.816461
-128807.360574,-513050.098953
39026.523755,-201392.347887
-374457.946995,678796.571576
-47223.515014,299208.623812
1478977.548830,670562.255808
4116620.354502,4226683.591697
-2188065.944028,-1809266.909307
-858252.566577,629081.064102
-875621.867910,-104436.190941
169410.880255,-385633.771658
-239814.048004,5950.587704
-387593.946797,-8836.559509
-204919.557486,128989.126590
-294919.787513,76818.114632
-179987.048260,73422.411398
-170200.741234,91629.162525
-223845.243181,43324.212419
-129891.664125,124400.556559
-114211.361832,77015.602236
-51724.366860,73911.979228
-54303.645620,80271.383681
-16705.725103,-9731.861490
-32190.767859,31020.918089
-46898.527794,38192.438725
-35268.814190,66340.614208
-85339.332450,15511.158897
-41920.278876,-9437.658067
-75901.588974,-14034.903252
-45869.593862,-8796.263190
-85535.125078,-32506.775545
-78360.534742,-9633.811424
-44929.287980,33199.173516
-54159.439226,-5013.518133
-109841.259644,17628.759063
-106848.637635,17498.240632
-85739.119746,12028.029896
-117768.818885,51328.170397
-67453.310085,-38525.511319
-21705.648003,27499.754234
529.066533,41387.296343
-50691.792843,52405.168859
-53753.302824,-689.473195
25144.592272,13651.197633
-47835.086324,-8295.210251
-37420.559012,38958.449651
-88017.593718,-5770.471266
-56149.975504,-16083.850203
-61313.498278,3830.360291
-64832.964354,-17572.064880
-62845.579482,30081.215307
-50146.172381,13658.346817
-47742.043228,33428.387024
-4670.187249,37210.543007
-35319.635775,-3826.188502
-40897.181520,11029.194793
-38634.153877,30601.065297
-30344.589807,15593.540751
-43731.482873,11949.575012
-57791.602196,14595.020149
-53859.912659,-817.548517
-28677.465002,8516.999861
-56086.708122,12170.341167
-68956.683782,9807.573609
-55741.365224,54797.245013
-57077.856020,18929.749450
-26191.427143,9193.587825
-32109.060471,42371.701695
-26380.930569,39497.361866
-42923.218636,22962.996706
-52247.700078,22060.475589
-11744.500351,18451.324132
-25728.227183,24690.231009
-28603.090669,41576.217830
-57890.852057,3521.914761
-64716.196773,7446.192892
-40596.938263,-1468.071313
-31019.352044,-27635.808022
-56441.945400,38067.909089
-65805.922481,-17957.515731
-49780.206447,-580.675014
-41706.357432,16378.894656
-40555.401787,42160.455412
-90324.419247,86964.736267
-64446.979342,86459.085248
-98542.763917,31472.673216
-14270.503982,131014.924494
-24950.288545,156031.481295
-2704.828635,115298.670221
42596.830664,160082.157213
-3270.722848,115937.401411
39781.509784,50974.532000
58453.892225,15119.430564
75692.327789,-52237.119827
-199664.046729,-4211.310492
-497904.397159,-215559.613216
-332644.255334,118210.195694
-861159.806700,775994.044797
-2602904.749036,907824.090357
1700201.789285,-1335180.967989
-177545.297647,-661025.515784
238594.252736,-399376.319560
272164.115602,251674.646232
62112.972472,-134821.498366
68029.582755,-213881.414676
-60430.981546,-125398.426613
-2706.454861,-114764.800341
-12985.025398,-76285.802393
-15207.372892,-100217.810151
-50463.185371,-79226.493821
-59478.222838,-42137.386313
-29984.500588,-71248.777042
-21248.165288,-11921.109424
-58194.201869,-19831.735674
-41243.794950,4429.281461
-75733.464509,-27325.259331
-34661.034914,663.727702
-38721.805019,15030.521070
-33787.177260,22821.922175
-39805.053807,-13544.188072
-871.109394,-25744.050803
-4600.532264,-24474.529844
26891.622116,-33418.402434
25695.748311,-25665.360074
-16356.814092,-60762.393243
-8210.177516,-54749.144822
-572.034987,-88761.050913
-3763.744138,-90202.738119
16566.344322,-33995.262889
-76200.475537,-36389.727030
-57540.160580,-66616.676788
-31713.164965,-41674.052772
-21799.801951,-4021.188130
-38686.916952,10763.058225
-4427.328557,10450.035010
-25231.030569,-14414.253153
17056.801620,4941.077388
-25826.331871,18631.638758
-24060.897998,16351.090620
-10888.829794,-22572.462268
-26618.395049,18233.337839
-4925.572852,-30904.251370
-24761.632337,-23306.921947
-30190.985558,-33597.161921
-27725.365690,-28835.056381
-36081.794124,-22679.865800
-48207.257947,-23704.963933
-16489.761322,-29980.754502
-26279.931261,-4446.174836
-38488.609841,-34943.563221
-21130.638278,-25777.466781
-13015.220283,-14919.448914
-3442.822360,-17131.897100
-10557.630118,-7388.667786
-18554.484648,-16617.941047
-6298.766615,-18426.524611
-30897.579179,-3957.156036
-39932.808499,-14746.685088
-31561.368211,-28970.701045
-30778.106090,-36860.135189
-41402.774319,-12542.314975
-26491.525012,-23574.807016
-47911.503883,12212.249650
-38058.424830,-19309.499302
-47086.234530,11357.423495
-48136.409710,-10633.648183
-21146.618776,-20641.030972
-35773.071355,-14872.664966
-23614.926574,-3003.873050
-18443.611186,-32629.830995
-5501.635382,-31125.261956
14324.078297,-28438.337711
-19672.229849,-46637.919311
-4677.480948,-32227.538893
-53904.064305,-72671.285862
796.447191,-69121.338515
-48077.702996,-33620.453362
-84752.875678,-74255.285954
-77956.892673,-54460.864128
-73009.606240,-21778.889889
-96561.395979,20573.619013
-85529.872320,25549.190896
-56460.880069,24519.083253
-23697.593430,34369.449385
48401.675502,52195.317809
-15944.307784,29130.958510
110506.371139,-176489.944154
223120.060179,-251726.209749
-136504.038497,-199541.201268
-383485.619388,-449281.449782
-342008.842198,-1021847.775345
754758.277779,966968.437648
230282.830005,-112134.109154
106714.637948,142058.934698
-103228.198979,143555.961069
41911.493394,24052.001108
9215.297575,47058.432086
78869.380627,-19179.442927
55172.929785,18831.255108
18528.191531,10610.129761
34314.207872,-21074.059692
11334.724927,-10998.359766
-3428.107432,-24398.833792
23151.515106,1211.774458
-13260.077491,-8617.259669
5623.337837,19267.746708
-25164.066095,43735.996592
-28946.946668,19738.137442
7934.557803,-4531.247895
-17686.794832,35104.290085
8443.844182,19410.055868
-3225.204022,28033.142386
-12680.825684,3645.256715
11037.049702,5028.484215
-11141.743126,13886.155486
-1533.631168,-4791.456633
-13792.316625,-6221.016461
-10028.884901,17722.347420
-3486.363696,-15750.026111
-27035.151327,-21422.557958
-17075.817690,2686.460840
18221.356298,-8829.910757
-32544.928432,21250.361114
-12247.142664,-7382.429811
-4313.670226,-6434.968960
-8967.038126,25090.212001
-7580.185904,-7729.310816
-12296.097949,6058.050237
-10503.516248,12789.992085
864.392729,-6122.032375
-24891.012853,17199.912853
14075.465745,-4741.226075
-5283.003103,-9497.746557
-23340.143897,17141.776267
451.317354,4306.534406
-26245.889207,-14367.088101
-39647.864856,30218.795392
-10663.954003,-12672.634188
-11621.612028,-4669.842898
802.683788,7787.325762
-656.496751,2067.162513
-8078.459836,18918.342911
-16030.597024,-632.133280
-8273.288177,-10178.473550
-23702.657552,-14164.076482
-1348.985635,-6485.751312
-32990.787537,-4332.418325
-4672.069376,13811.505871
-18165.113855,6624.330353
-23068.970665,10357.690341
-29644.343214,-6560.641713
-13386.359895,-2790.047955
-28930.206794,15423.231663
-19019.079578,-5966.075374
10072.241013,20769.771034
-14504.161438,23781.480613
-687.465450,25984.669741
-13555.432258,4294.381478
-11086.591716,26111.114251
-13336.960869,2396.767022
-32441.704634,-2455.690563
-42996.244738,-4186.370545
-8047.276451,-35841.297080
-37171.091653,3359.574599
-40532.770938,-20821.703551
-17628.840430,-24697.888148
-49103.682016,10873.881397
-39513.189298,23891.802547
-56503.632804,13462.009591
-55889.305350,28574.738601
-37737.678238,27898.332180
13418.094926,51794.368225
-590.810430,65851.400931
22282.378535,16862.374632
-24785.348440,17221.196920
13341.135751,-31271.132489
4184.485558,-70364.027405
-20838.100971,-24529.604978
-215717.116209,-88859.411168
-271499.648494,-179096.604387
-142492.632124,160471.890016
-331355.157366,368247.786777
-591751.213365,233513.035514
757789.850406,-1092013.470301
-177826.144580,-21362.361421
173482.263186,-106898.025976
168254.032262,17240.218910
31905.164509,-70377.473793
33345.330267,-53598.106799
-4826.571843,-4231.702199
-9894.286669,-30711.733878
37904.635267,-41328.539163
4708.311408,-8973.739287
24720.855432,-14271.325233
2453.565337,1288.077512
19478.794479,-35286.713785
20704.307242,33355.357681
-11414.093847,15861.167240
17512.699725,1601.485507
3161.099100,-5268.597442
-3752.757612,6817.759458
16801.107110,-6138.396856
-5211.384009,-30008.741715
-11662.699730,-11120.404410
-13246.523901,-36243.520504
5132.414928,-12968.944786
-7288.120842,3440.067863
347.687809,-11532.783957
4949.122354,-24527.812876
19064.774229,-2655.933132
1135.239189,6595.514566
-7089.343211,-509.671868
-19445.934744,-8946.902865
-11513.098228,-32643.361374
4089.347746,-3248.958646
-16232.189629,-19348.415978
3707.655342,-12134.945768
1690.198981,-13363.838484
-90.294076,9760.979739
-323.672833,-6044.531590
1309.190867,15501.221138
-27158.249293,2434.211991
-7177.274801,2168.152054
-24309.689709,-26103.324690
14935.723314,-23426.880675
-1574.034707,-10555.668112
-6770.699416,-22167.891808
-7604.242464,-9669.197167
2137.842623,-20154.829487
-3342.328870,-24363.578224
-23617.869630,-18253.270690
9789.702289,-14182.991137
-4882.001861,-10034.767254
3195.560478,-5947.195170
3427.792802,10115.429122
-3744.994465,-13423.019827
14019.363361,-2916.535469
-16660.800406,1007.387454
-8334.196727,2284.682587
-10440.901852,-4364.703194
-18819.182938,-7915.613561
-22120.673019,-20062.806579
-2917.671881,-26302.658075
-26193.546610,-25264.530935
-8594.189582,-4506.060057
-6039.229585,-24841.317096
-23437.898238,-10436.380382
-10773.859016,-32803.392228
14390.514557,-7952.334794
-17419.303570,-19783.294618
13725.498600,-15810.353551
6777.974431,-7711.847836
5935.767157,6913.796406
15375.422044,-16728.274206
16487.358638,-2144.376163
4262.299281,-18126.731577
24632.901445,-24300.316368
-17264.305769,-59356.459808
12453.063969,-40719.944583
-1471.640674,-44128.755994
-50384.401949,-37692.481757
-42440.345866,-21828.973893
-48020.617652,32681.491695
-32752.068536,5457.971195
-17940.492354,34950.866790
-14246.129339,7911.683190
7284.327318,25970.262694
55479.286936,-23543.007862
72292.179834,-14151.676353
43184.397727,-77519.801894
90264.050737,-222651.176639
114160.228497,-198421.842602
-142906.008521,-39517.277554
-211369.386472,-186955.685382
-27779.901591,-203552.141186
695071.143588,613705.806805
-20099.529559,-103078.761131
4729.558254,166215.157937
-60363.456914,88986.837935
35524.714583,1075.802664
4138.465788,10225.855252
-2703.095330,1503.278888
-25102.197617,28297.486168
4493.714670,-13536.624759
-11966.568619,11534.813106
-8066.802506,16205.751134
6594.595263,10565.474086
-16114.646258,2708.011258
-4812.222731,44806.545813
-5777.153079,4145.921912
-19226.640121,27918.774538
-29102.927887,-12911.736471
5846.281169,7952.608408
-3841.480264,20985.007660
11356.945615,-2014.461198
-36717.759794,-4614.396961
9159.564438,-11527.657346
16109.305110,6801.422161
-9722.349780,2981.525692
-14583.062224,-2889.744483
-3770.062916,-6274.485666
9106.598564,5712.921237
111.361750,2574.052691
-11441.249545,-825.752598
-8955.802541,19043.567530
3758.717117,2517.792653
-10768.370537,10027.087951
-7784.397485,-715.776500
3859.259939,7073.672291
-15745.356412,-5078.606295
-7164.872868,-7849.749523
4192.665139,-11077.698040
-3952.609366,5029.911769
3583.520017,11221.682521
124.946337,-382.614179
-23172.531187,9309.156234
-11354.677145,-12863.498976
-2518.942732,-3538.066757
6227.060969,4376.247279
-13624.105035,6598.003199
-3334.113064,-4131.881791
18431.177403,1537.941629
-14400.433354,-1368.948422
-11506.422035,1097.223673
11987.618630,-910.448568
